id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3547,7.5,0.41,0.23,2.1,0.071,29.0,47.0,0.99628,3.36,0.57,9.3,5.0
3548,7.8,0.54,0.02,2.1,0.084,36.0,136.0,0.99629,3.38,0.61,9.5,5.0
3549,8.3,0.67,0.12,2.3,0.08,21.0,54.0,0.9972,3.12,0.59,9.4,5.0
3550,8.3,0.43,0.45,1.8,0.062,21.0,58.0,0.99603,3.38,0.54,10.2,6.0
3551,6.6,0.55,0.08,3.0,0.081,5.0,13.0,0.9978,3.35,0.59,9.3,5.0
3552,7.5,0.34,0.42,1.7,0.08,14.0,21.0,0.995,3.39,0.78,10.9,6.0
3553,7.0,0.39,0.4,2.1,0.065,20.0,45.0,0.9982,3.28,0.58,10.5,6.0
3554,6.4,0.58,0.02,2.0,0.074,11.0,31.0,0.99742,3.36,0.55,10.2,6.0
3555,10.0,0.41,0.47,2.1,0.078,6.0,20.0,0.99565,3.2,0.87,9.8,6.0
3556,7.3,0.5,0.0,1.8,0.073,23.0,59.0,0.99538,3.44,0.55,9.7,6.0
3557,9.1,0.47,0.31,2.6,0.092,10.0,25.0,0.9968,3.17,0.67,10.0,7.0
3558,8.6,0.5,0.31,2.4,0.092,13.0,52.0,0.9964,3.24,0.62,10.4,6.0
3559,9.2,0.31,0.49,1.8,0.077,5.0,11.0,0.997,3.15,0.66,10.1,6.0
3560,7.7,0.695,0.07,2.6,0.074,18.0,86.0,0.99642,3.39,0.56,9.8,5.0
3561,7.9,0.36,0.24,1.9,0.069,12.0,50.0,0.9965,3.43,0.57,10.5,6.0
3562,7.1,0.64,0.0,2.0,0.098,24.0,96.0,0.9963,3.32,0.62,9.3,5.0
3563,6.2,0.64,0.0,1.8,0.078,6.0,16.0,0.99458,3.52,0.79,10.1,6.0
3564,8.6,0.31,0.42,1.8,0.0819999999999999,15.0,86.0,0.99448,3.17,0.55,9.6,5.0
3565,8.6,0.5,0.24,1.8,0.0819999999999999,6.0,23.0,0.99612,3.17,0.76,9.4,5.0
3566,9.1,0.52,0.24,2.4,0.084,6.0,15.0,0.9968,3.2,0.56,10.8,6.0
3567,9.9,0.59,0.0,2.1,0.067,6.0,13.0,0.99712,3.31,0.57,10.7,6.0
3568,8.5,0.36,0.49,2.5,0.093,7.0,31.0,0.99258,3.26,0.67,10.8,5.0
3569,9.2,0.47,0.18,1.7,0.102,24.0,72.0,0.9962,3.26,0.6,9.9,5.0
3570,7.7,0.52,0.24,1.6,0.086,22.0,46.0,0.9976,3.39,0.5,9.5,5.0
3571,7.5,0.6,0.19,2.1,0.08,20.0,52.0,0.99623,3.36,0.62,9.8,5.0
3572,8.0,0.38,0.29,4.0,0.111,22.0,42.0,0.9958,3.3,0.87,10.2,6.0
3573,8.0,0.6,0.24,2.6,0.074,15.0,40.0,0.9994,3.28,0.59,9.4,5.0
3574,7.2,0.42,0.26,2.3,0.084,17.0,37.0,0.99518,3.28,0.54,10.5,6.0
3575,8.4,0.43,0.21,1.9,0.076,8.0,17.0,0.9962,3.12,0.67,9.0,6.0
3576,7.4,0.38,0.49,2.1,0.064,6.0,14.0,0.99761,3.29,0.54,11.0,6.0
3577,12.6,0.34,0.66,1.8,0.079,15.0,35.0,0.9979,3.23,1.02,10.5,6.0
3578,7.5,0.685,0.0,1.2,0.068,19.0,50.0,0.997,3.31,0.68,9.4,6.0
3579,9.3,0.49,0.32,2.2,0.073,27.0,64.0,0.9988,3.31,0.68,9.4,5.0
3580,7.3,0.58,0.29,2.1,0.077,6.0,17.0,0.99538,3.37,0.55,11.8,7.0
3581,9.2,0.32,0.49,1.9,0.102,20.0,49.0,0.9958,3.45,0.7,11.4,4.0
3582,6.2,0.61,0.02,3.0,0.071,16.0,53.0,0.99476,3.61,0.6,12.5,5.0
3583,7.5,0.58,0.02,2.2,0.078,18.0,84.0,0.9968,3.43,0.54,9.4,5.0
3584,6.8,0.59,0.04,2.2,0.068,12.0,61.0,0.9994,3.31,0.58,11.0,7.0
3585,6.7,0.53,0.1,1.9,0.077,20.0,52.0,0.995,3.53,0.61,11.2,5.0
3586,7.8,0.69,0.01,1.8,0.079,10.0,46.0,0.9968,3.38,0.82,9.8,6.0
3587,7.3,0.51,0.21,2.0,0.08,35.0,119.0,0.9981,3.28,0.54,9.5,6.0
3588,7.4,0.43,0.32,1.7,0.078,16.0,44.0,0.99774,3.22,0.82,10.3,5.0
3589,10.6,0.38,0.45,2.2,0.083,5.0,15.0,0.99786,3.16,0.8,11.1,5.0
3590,11.7,0.7,0.47,2.1,0.085,5.0,16.0,0.9988,3.34,0.66,9.4,5.0
3591,7.3,0.31,0.57,2.4,0.092,25.0,44.0,0.9976,3.26,0.48,11.6,7.0
3592,11.3,0.32,0.49,2.3,0.073,19.0,50.0,0.9972,3.18,0.55,9.4,5.0
3593,8.3,0.43,0.33,1.9,0.078,13.0,29.0,0.99774,3.3,0.52,9.8,6.0
3594,7.1,0.52,0.05,2.4,0.066,26.0,44.0,0.9978,3.18,0.92,10.3,6.0
3595,9.2,0.43,0.42,1.8,0.07,15.0,38.0,0.99774,3.27,0.87,12.3,7.0
3596,7.5,0.46,0.29,1.6,0.069,22.0,72.0,0.99458,3.3,0.56,9.5,6.0
3597,7.0,0.56,0.0,2.0,0.1169999999999999,15.0,28.0,0.996,3.27,0.52,9.2,5.0
3598,10.3,0.39,0.55,2.6,0.08,7.0,37.0,0.9982,3.26,0.72,9.2,6.0
3599,7.9,0.5,0.0,2.2,0.076,15.0,26.0,0.99708,3.42,0.45,9.8,5.0
3600,11.6,0.37,0.42,2.1,0.071,27.0,60.0,0.9986,3.16,0.62,9.6,5.0
3601,9.6,0.24,0.6,2.5,0.084,12.0,19.0,0.9988,3.32,0.71,10.0,5.0
3602,7.7,0.36,0.49,2.7,0.08,13.0,25.0,0.9982,3.21,0.58,9.5,5.0
3603,9.6,0.43,0.42,2.8,0.087,35.0,121.0,0.9982,3.15,0.54,10.4,7.0
3604,8.0,0.29,0.45,2.1,0.074,6.0,23.0,0.99613,3.24,0.77,10.3,6.0
3605,7.9,0.4,0.26,2.2,0.077,8.0,32.0,0.9984,3.35,0.55,10.5,6.0
3606,9.5,0.43,0.45,2.4,0.0969999999999999,15.0,37.0,0.9986,3.29,0.64,11.9,6.0
3607,8.3,0.53,0.15,2.1,0.067,10.0,21.0,0.9955,3.36,0.58,9.8,5.0
3608,8.1,0.63,0.14,2.5,0.08,27.0,46.0,0.9982,3.32,0.64,9.5,5.0
3609,9.3,0.38,0.34,2.1,0.0559999999999999,18.0,34.0,0.9973,3.32,0.52,12.7,7.0
3610,7.9,0.55,0.04,2.0,0.08,6.0,16.0,0.9996,3.44,0.68,9.1,5.0
3611,6.8,0.62,0.0,2.0,0.0819999999999999,35.0,46.0,0.99616,3.37,0.59,11.0,5.0
3612,7.2,0.51,0.15,2.6,0.069,15.0,27.0,0.9962,3.2,0.6,10.3,6.0
3613,9.9,0.36,0.39,1.8,0.074,17.0,60.0,0.9966,3.23,0.55,9.9,5.0
3614,8.9,0.6,0.14,1.9,0.079,15.0,49.0,0.9968,3.27,0.49,11.0,5.0
3615,7.8,0.24,0.1,1.9,0.09,15.0,28.0,0.99524,3.36,0.56,9.5,5.0
3616,10.5,0.52,0.39,2.5,0.065,5.0,14.0,0.997,3.35,0.73,10.1,5.0
3617,8.0,0.24,0.45,2.2,0.0819999999999999,8.0,20.0,0.9971,3.21,0.55,9.7,5.0
3618,6.6,0.58,0.03,2.0,0.076,11.0,49.0,0.99588,3.57,0.73,10.5,6.0
3619,10.2,0.51,0.39,1.8,0.077,6.0,15.0,0.9972,3.3,0.64,11.1,7.0
3620,7.4,0.66,0.0,2.4,0.095,32.0,64.0,0.99538,3.36,0.64,10.4,5.0
3621,8.3,0.53,0.15,2.5,0.086,31.0,131.0,0.9953,3.09,0.57,9.6,6.0
3622,11.6,0.56,0.1,1.6,0.073,6.0,14.0,0.99604,3.31,0.54,11.4,7.0
3623,7.6,0.52,0.31,2.0,0.081,10.0,45.0,0.99534,3.42,0.54,9.4,5.0
3624,6.7,0.6,0.21,2.0,0.0819999999999999,29.0,64.0,0.99656,3.35,0.59,10.0,5.0
3625,7.0,0.48,0.24,2.5,0.071,15.0,58.0,0.9994,3.2,0.66,12.2,7.0
3626,7.2,0.61,0.21,2.2,0.084,26.0,65.0,0.9994,3.3,0.48,9.5,6.0
3627,7.5,0.49,0.09,1.8,0.0969999999999999,38.0,86.0,0.9976,3.44,0.59,9.1,5.0
3628,10.0,0.27,0.47,1.7,0.1169999999999999,12.0,24.0,0.99688,3.4,0.66,10.3,6.0
3629,7.6,0.4,0.0,1.5,0.08,16.0,94.0,0.9964,3.28,0.68,9.4,5.0
3630,7.4,0.54,0.02,2.1,0.086,29.0,77.5,0.9986,3.45,0.62,9.8,6.0
3631,6.2,0.65,0.17,2.3,0.0819999999999999,17.0,32.0,0.99586,3.45,0.52,9.4,6.0
3632,8.8,0.31,0.48,2.1,0.081,16.0,119.0,0.99492,3.26,0.7,9.5,5.0
3633,6.9,0.41,0.22,2.4,0.062,28.0,34.0,0.99448,3.55,0.6,10.0,6.0
3634,7.0,0.6,0.45,1.9,0.076,7.0,18.0,0.99738,3.38,0.71,11.7,6.0
3635,7.1,0.78,0.0,2.5,0.09,5.0,20.0,0.99354,3.36,0.62,9.3,6.0
3636,7.5,0.49,0.1,2.4,0.071,6.0,19.0,0.99408,3.41,0.59,11.0,6.0
3637,6.2,0.54,0.0,2.5,0.073,10.0,20.0,0.9964,3.42,0.62,9.9,6.0
3638,8.9,0.33,0.47,5.5,0.095,5.0,19.0,0.9988,3.38,0.59,9.8,4.0
3639,7.4,0.54,0.04,2.6,0.086,6.0,18.0,0.9976,3.33,0.72,9.7,6.0
3640,7.3,0.38,0.63,2.5,0.098,5.0,23.0,0.997,3.27,0.54,11.2,5.0
3641,7.4,0.52,0.15,2.1,0.09,17.0,44.0,0.9982,3.26,0.53,9.4,6.0
3642,8.1,0.51,0.31,2.3,0.078,12.0,24.0,0.99546,3.32,0.53,10.8,6.0
3643,7.9,0.43,0.14,1.4,0.084,17.0,28.0,0.99562,3.32,0.6,9.5,5.0
3644,7.3,0.62,0.01,2.2,0.086,4.0,12.0,0.9965,3.2,0.53,10.6,7.0
3645,9.7,0.56,0.08,2.0,0.071,6.0,17.0,0.9984,3.19,0.57,11.0,7.0
3646,8.2,0.59,0.24,2.4,0.077,30.0,61.0,0.9956,3.19,0.61,10.2,7.0
3647,6.9,0.36,0.27,2.0,0.075,29.0,54.0,0.99645,3.39,0.62,11.0,5.0
3648,7.7,0.69,0.01,2.1,0.118,18.0,42.0,0.9964,3.6,0.62,9.5,5.0
3649,8.9,0.34,0.33,1.3,0.078,21.0,54.0,0.99588,3.15,0.5,10.9,5.0
3650,6.6,0.68,0.0,1.9,0.078,31.0,66.0,0.9994,3.61,0.73,12.5,6.0
3651,7.9,0.36,0.24,2.2,0.087,15.0,27.0,0.99462,3.12,0.58,10.0,6.0
3652,7.2,0.63,0.04,1.8,0.091,12.0,20.0,0.9952,3.38,0.6,9.4,5.0
3653,9.8,0.38,0.24,4.0,0.091,4.0,12.0,0.9972,3.25,0.6,9.4,5.0
3654,9.1,0.715,0.25,2.9,0.075,5.0,42.0,0.9955,3.26,0.59,9.1,5.0
3655,7.6,0.48,0.14,2.2,0.077,24.0,44.0,0.99538,3.25,0.93,9.8,6.0
3656,7.6,0.56,0.0,2.0,0.111,20.0,52.0,0.99629,3.49,0.62,9.3,5.0
3657,6.8,0.61,0.02,1.4,0.06,8.0,19.0,0.99546,3.51,0.58,9.6,5.0
3658,9.2,0.34,0.34,2.4,0.078,6.0,15.0,0.99786,3.25,0.66,10.1,5.0
3659,7.2,0.53,0.06,2.1,0.0819999999999999,18.0,48.0,0.9976,3.27,0.59,10.5,6.0
3660,10.2,0.38,0.44,2.3,0.078,15.0,28.0,0.9964,3.36,0.57,10.8,6.0
3661,7.5,0.49,0.23,2.0,0.079,36.0,49.0,0.99746,3.16,0.47,12.0,7.0
3662,7.4,0.78,0.08,2.7,0.054,38.0,44.0,0.9959,3.45,0.58,9.3,6.0
3663,8.3,0.5,0.35,1.8,0.072,22.0,60.0,0.9966,3.2,0.51,10.3,7.0
3664,8.7,0.18,0.49,2.1,0.0819999999999999,6.0,15.0,0.9988,3.26,0.44,11.4,8.0
3665,7.1,0.61,0.01,2.1,0.066,10.0,34.0,0.9967,3.42,0.6,11.2,7.0
3666,5.1,0.39,0.2,2.4,0.093,17.0,86.0,0.99619,3.48,0.69,9.8,5.0
3667,7.9,0.48,0.23,2.0,0.098,6.0,12.0,0.9983,3.28,0.53,9.8,5.0
3668,6.6,0.43,0.0,2.3,0.093,6.0,14.0,0.99576,3.51,0.86,10.4,6.0
3669,7.8,0.59,0.0,1.8,0.079,12.0,49.0,0.99564,3.36,0.59,10.9,6.0
3670,9.0,0.48,0.24,2.2,0.077,3.0,8.0,0.9958,3.53,0.67,10.2,5.0
3671,8.3,0.52,0.34,2.1,0.076,20.0,49.0,0.9971,3.23,0.51,10.4,4.0
3672,7.3,0.49,0.18,1.9,0.077,6.0,16.0,0.996,3.44,0.62,10.2,5.0
3673,8.9,0.38,0.31,2.0,0.073,17.0,33.0,0.9964,3.31,0.64,11.0,6.0
3674,6.2,0.61,0.12,2.2,0.078,36.0,48.0,0.997,3.3,0.56,11.9,6.0
3675,7.4,0.66,0.0,2.4,0.077,9.0,17.0,0.99562,3.6,0.49,9.4,5.0
3676,9.6,0.39,0.44,2.7,0.084,16.0,87.0,0.9986,3.28,0.68,10.5,5.0
3677,7.9,0.51,0.04,2.1,0.088,25.0,37.0,0.99458,3.22,0.57,12.0,7.0
3678,10.0,0.34,0.48,2.1,0.12,12.0,42.0,0.9981,3.28,0.56,11.8,7.0
3679,8.5,0.6,0.14,1.7,0.078,13.0,45.0,0.99476,3.32,0.54,12.5,7.0
3680,7.0,0.57,0.01,2.4,0.063,21.0,77.5,0.9983,3.53,0.62,9.4,6.0
3681,7.8,0.36,0.12,1.7,0.077,8.0,19.0,0.997,3.49,0.62,9.8,7.0
3682,8.9,0.38,0.36,2.3,0.092,28.0,60.0,0.9976,3.15,0.74,10.5,5.0
3683,7.2,0.39,0.0,1.7,0.0579999999999999,8.0,26.0,0.99472,3.45,0.7,11.4,7.0
3684,7.7,0.45,0.28,2.2,0.074,12.0,89.0,0.9976,3.3,0.54,9.4,5.0
3685,9.0,0.39,0.42,1.8,0.086,21.0,64.0,0.9976,3.14,0.6,10.0,5.0
3686,7.6,0.69,0.36,2.2,0.084,6.0,27.0,0.99552,3.14,0.59,9.4,5.0
3687,7.6,0.61,0.07,1.7,0.071,6.0,25.0,0.9982,3.22,0.59,9.6,5.0
3688,8.0,0.5,0.5,2.2,0.079,3.0,9.0,0.99704,3.26,0.82,12.5,7.0
3689,7.3,0.725,0.2,1.9,0.093,15.0,38.0,0.99672,3.46,0.49,9.5,5.0
3690,8.7,0.32,0.45,1.7,0.072,16.0,58.0,0.9976,3.28,0.72,9.7,6.0
3691,7.5,0.52,0.15,1.9,0.077,8.0,17.0,0.9971,3.18,0.56,9.4,7.0
3692,8.9,0.74,0.23,1.8,0.065,19.0,50.0,0.99768,3.21,0.46,9.6,5.0
3693,7.7,0.43,0.29,2.1,0.078,9.0,18.0,0.99652,3.22,0.54,11.7,7.0
3694,8.7,0.35,0.49,2.2,0.0969999999999999,12.0,65.0,0.9986,3.39,0.71,9.6,6.0
3695,8.2,0.54,0.14,1.8,0.098,10.0,22.0,0.9976,3.2,0.8,10.6,8.0
3696,11.2,0.32,0.51,5.6,0.095,5.0,12.0,0.9986,3.16,0.82,10.8,6.0
3697,8.1,0.3,0.32,2.1,0.084,7.0,17.0,0.9956,3.33,0.54,9.4,6.0
3698,8.6,0.43,0.45,2.1,0.083,23.0,66.0,0.9971,3.35,0.57,9.7,5.0
3699,6.2,0.57,0.0,2.3,0.062,27.0,48.0,0.9966,3.43,0.59,9.4,5.0
3700,7.9,0.55,0.08,2.0,0.074,19.0,72.0,0.99668,3.4,0.6,9.8,5.0
3701,7.7,0.39,0.49,2.3,0.068,13.0,28.0,0.99668,3.13,0.67,11.8,6.0
3702,7.1,0.4,0.0,2.5,0.062,32.0,48.0,0.9968,3.39,0.48,9.2,5.0
3703,10.1,0.41,0.67,2.1,0.085,15.0,49.0,0.9987,3.17,0.85,10.5,6.0
3704,7.5,0.715,0.0,2.2,0.077,5.0,13.0,0.9978,3.61,0.57,9.5,6.0
3705,6.7,0.59,0.04,1.8,0.087,5.0,19.0,0.9976,3.37,0.44,11.3,6.0
3706,8.9,0.37,0.36,2.9,0.086,15.0,62.0,0.99557,3.47,0.54,11.3,7.0
3707,7.4,0.34,0.5,1.7,0.072,16.0,28.0,0.99918,3.31,0.67,10.5,5.0
3708,11.9,0.24,0.49,1.9,0.085,6.0,19.0,0.9965,3.26,0.68,9.4,5.0
3709,7.0,0.42,0.4,1.9,0.0819999999999999,10.0,28.0,0.998,3.36,0.58,10.5,4.0
3710,7.1,0.66,0.03,2.1,0.068,16.0,34.0,0.99604,3.24,0.63,12.5,7.0
3711,9.3,0.52,0.13,2.1,0.094,5.0,14.0,0.9968,3.32,0.73,9.5,5.0
3712,7.7,0.26,0.49,2.1,0.0559999999999999,16.0,31.0,0.99557,3.16,0.67,11.9,5.0
3713,8.0,0.55,0.08,1.8,0.077,5.0,14.0,0.9984,3.16,0.47,9.5,6.0
3714,7.8,0.32,0.43,1.9,0.089,17.0,40.0,0.9971,3.16,0.47,9.3,5.0
3715,7.4,0.695,0.0,1.4,0.073,1.0,35.0,0.9968,3.52,0.53,9.8,6.0
3716,7.6,0.58,0.24,2.1,0.078,16.0,86.0,0.99492,3.39,0.54,9.8,5.0
3717,7.7,0.66,0.0,1.7,0.068,5.0,14.0,0.99622,3.49,0.69,9.5,5.0
3718,8.2,0.38,0.15,4.1,0.066,12.0,39.0,0.9964,3.32,0.58,9.3,5.0
3719,9.9,0.39,0.43,2.2,0.0819999999999999,14.0,28.0,0.99476,3.12,0.7,10.7,6.0
3720,7.0,0.46,0.51,2.2,0.073,20.0,84.0,0.99664,3.31,0.82,9.5,7.0
3721,10.5,0.4,0.46,2.2,0.081,14.0,31.0,0.9972,3.26,0.63,9.4,6.0
3722,7.1,0.33,0.49,2.3,0.079,10.0,11.0,0.99708,3.36,0.65,12.0,7.0
3723,7.3,0.48,0.14,2.5,0.076,25.0,59.0,0.99648,3.3,0.87,9.7,5.0
3724,7.8,0.43,0.24,2.4,0.077,13.0,31.0,0.99702,3.23,0.63,11.0,6.0
3725,9.3,0.46,0.49,2.3,0.093,9.0,20.0,0.9971,3.14,0.57,11.0,5.0
3726,8.9,0.57,0.23,2.1,0.0819999999999999,23.0,59.0,0.9976,3.27,0.49,9.7,6.0
3727,7.6,0.58,0.04,1.6,0.075,9.0,31.0,0.99668,3.36,0.6,9.3,6.0
3728,8.1,0.5,0.3,2.4,0.069,15.0,48.0,0.9986,3.38,0.63,9.7,6.0
3729,7.8,0.54,0.0,2.0,0.062,34.0,141.0,0.9972,3.42,0.6,9.7,6.0
3730,7.7,0.63,0.02,1.6,0.077,7.0,22.0,0.9963,3.4,0.68,9.4,5.0
3731,8.3,0.38,0.55,2.0,0.095,5.0,16.0,0.9948,3.39,0.72,10.5,6.0
3732,6.7,0.48,0.24,2.4,0.1119999999999999,26.0,64.0,0.9982,3.4,0.59,10.1,5.0
3733,7.9,0.67,0.01,1.4,0.08,23.0,94.0,0.9974,3.37,0.61,9.9,6.0
3734,10.5,0.59,0.0,1.4,0.077,8.0,19.0,0.9988,2.89,0.54,9.0,6.0
3735,8.0,0.42,0.24,2.2,0.068,10.0,47.0,0.9987,3.2,0.6,9.1,5.0
3736,10.1,0.46,0.41,1.9,0.08,14.0,31.0,0.9968,3.16,0.57,9.2,6.0
3737,7.9,0.51,0.0,2.5,0.072,10.0,26.0,0.9959,3.36,0.58,9.8,5.0
3738,6.8,0.61,0.04,2.0,0.078,17.0,45.0,0.997,3.62,0.83,9.5,6.0
3739,7.3,0.63,0.0,2.0,0.073,5.0,19.0,0.9983,3.55,0.5,9.4,5.0
3740,12.1,0.36,0.49,2.4,0.072,27.0,42.0,0.99418,3.19,0.72,10.0,6.0
3741,8.0,0.6,0.23,2.6,0.076,6.0,16.0,0.99604,3.4,0.54,11.8,8.0
3742,11.3,0.59,0.5,2.6,0.079,5.0,15.0,0.9972,3.16,0.74,11.4,7.0
3743,9.9,0.48,0.66,2.5,0.0819999999999999,9.0,31.0,0.99768,3.38,0.58,9.7,6.0
3744,9.5,0.4,0.49,2.5,0.086,15.0,26.0,0.9971,3.28,0.71,11.8,6.0
3745,7.8,0.6,0.02,2.2,0.076,26.0,46.0,0.9948,3.29,0.55,10.5,8.0
3746,7.1,0.63,0.33,1.9,0.077,21.0,40.0,0.9946,3.3,0.58,10.3,6.0
3747,8.0,0.35,0.57,2.1,0.084,6.0,17.0,0.9968,3.35,0.72,11.1,6.0
3748,7.8,0.67,0.0,2.4,0.068,12.0,19.0,0.99672,3.35,0.64,11.5,7.0
3749,6.3,0.59,0.12,1.9,0.064,15.0,40.0,0.99656,3.46,0.56,11.2,5.0
3750,6.9,0.52,0.08,2.0,0.067,7.0,28.0,0.9984,3.52,0.52,9.2,6.0
3751,8.8,0.41,0.28,2.1,0.084,16.0,86.0,0.9958,3.33,0.61,9.4,5.0
3752,8.6,0.4,0.48,2.3,0.098,6.0,22.0,0.9988,3.17,0.57,9.7,6.0
3753,6.9,0.69,0.0,1.4,0.074,13.0,35.0,0.9994,3.52,0.59,10.5,6.0
3754,6.9,0.64,0.05,1.9,0.095,6.0,12.0,0.9961,3.44,0.54,10.5,5.0
3755,7.7,0.64,0.26,2.3,0.08,19.0,31.0,0.995,3.17,0.49,10.7,5.0
3756,8.9,0.59,0.0,2.0,0.07,21.0,94.0,0.9947,3.24,0.59,10.2,6.0
3757,10.5,0.34,0.46,2.0,0.078,7.0,41.0,0.9985,3.15,0.57,10.8,4.0
3758,7.9,0.51,0.05,1.9,0.068,3.0,12.0,0.9956,3.41,0.67,9.7,6.0
3759,7.6,0.39,0.1,2.0,0.098,15.0,58.0,0.9972,3.32,0.55,9.8,6.0
3760,8.6,0.39,0.24,2.4,0.087,21.0,112.0,0.9973,3.39,0.73,9.4,5.0
3761,7.6,0.54,0.07,1.9,0.076,6.0,21.0,0.99633,3.46,0.49,10.0,6.0
3762,7.8,0.69,0.0,4.0,0.086,10.0,26.0,0.99652,3.29,0.59,12.0,7.0
3763,8.3,0.46,0.37,2.1,0.065,5.0,14.0,0.99656,3.29,0.52,9.5,5.0
3764,7.8,0.42,0.26,2.6,0.072,26.0,70.0,0.99612,3.42,0.52,9.4,6.0
3765,7.5,0.685,0.0,2.0,0.0819999999999999,6.0,23.0,0.9968,3.41,0.55,9.9,5.0
3766,7.7,0.74,0.08,2.3,0.077,16.0,24.0,0.99547,3.36,0.6,11.5,7.0
3767,9.8,0.41,0.27,2.8,0.079,19.0,50.0,0.9982,3.26,0.57,9.4,5.0
3768,8.6,0.48,0.24,2.3,0.086,26.0,52.0,0.99704,3.28,0.74,9.3,6.0
3769,7.7,0.63,0.01,2.2,0.074,15.0,45.0,0.9965,3.16,0.58,9.4,6.0
3770,9.0,0.38,0.34,2.1,0.078,6.0,15.0,0.9962,3.16,0.75,9.2,5.0
3771,6.8,0.735,0.0,2.3,0.066,12.0,65.0,0.9963,3.53,0.63,9.6,6.0
3772,7.5,0.63,0.03,2.1,0.064,8.0,18.0,0.99546,3.39,0.49,9.8,5.0
3773,6.9,0.59,0.13,5.7,0.076,17.0,60.0,0.99552,3.27,0.55,11.0,6.0
3774,6.7,0.645,0.05,2.0,0.074,17.0,24.0,0.9976,3.54,0.55,9.6,5.0
3775,9.2,0.58,0.28,2.1,0.073,12.0,69.0,0.99448,3.22,0.56,9.2,5.0
3776,7.2,0.43,0.31,2.1,0.086,27.0,60.0,0.9988,3.38,0.6,11.8,6.0
3777,6.2,0.58,0.01,2.1,0.079,6.0,13.0,0.99557,3.54,0.58,9.9,5.0
3778,7.7,0.57,0.02,1.7,0.069,11.0,32.0,0.9988,3.44,0.68,11.3,4.0
3779,7.0,0.61,0.0,5.5,0.0559999999999999,15.0,35.0,0.9982,3.4,0.48,11.2,6.0
3780,7.1,0.59,0.2,2.5,0.088,14.0,86.0,0.99444,3.32,0.57,9.2,5.0
3781,7.7,0.33,0.48,1.8,0.07,7.0,12.0,0.99576,3.14,0.58,10.8,4.0
3782,7.6,0.48,0.09,2.4,0.069,6.0,16.0,0.9966,3.36,0.67,9.2,7.0
3783,11.3,0.45,0.49,5.9,0.0819999999999999,12.0,48.0,0.998,3.27,0.75,11.4,7.0
3784,12.1,0.53,0.06,2.1,0.08,19.0,62.0,0.9973,3.31,0.5,11.0,5.0
3785,7.0,0.61,0.0,5.6,0.08,6.0,12.0,0.99664,3.22,0.64,9.5,5.0
3786,9.3,0.28,0.47,2.4,0.084,5.0,12.0,0.9976,3.29,0.78,9.5,6.0
3787,7.4,0.31,0.48,1.8,0.075,8.0,27.0,0.99702,3.36,0.56,9.1,6.0
3788,6.6,0.51,0.07,3.0,0.079,11.0,64.0,0.9981,3.47,0.58,10.0,5.0
3789,9.5,0.48,0.38,2.0,0.077,28.0,131.0,0.9974,3.37,0.62,9.3,6.0
3790,7.1,0.54,0.21,2.9,0.076,14.0,35.0,0.9979,3.23,0.63,9.5,5.0
3791,8.6,0.51,0.24,2.3,0.0559999999999999,9.0,28.0,0.99458,3.22,0.67,12.5,7.0
3792,7.4,0.6,0.49,2.1,0.074,10.0,21.0,0.99732,3.18,0.71,12.2,6.0
3793,7.5,0.61,0.02,1.9,0.077,13.0,37.0,0.99612,3.4,0.56,11.0,5.0
3794,9.9,0.58,0.55,2.6,0.054,5.0,12.0,1.0001,2.98,0.76,9.3,5.0
3795,7.0,0.63,0.0,2.3,0.092,19.0,50.0,0.99552,3.47,0.54,11.1,7.0
3796,6.4,0.715,0.0,5.3,0.071,6.0,16.0,0.9955,3.43,0.6,10.4,6.0
3797,8.0,0.46,0.13,2.4,0.0819999999999999,4.0,12.0,0.99704,3.36,0.44,9.2,5.0
3798,8.0,0.42,0.49,2.2,0.077,12.0,35.0,0.9963,3.38,0.55,9.8,6.0
3799,7.8,0.51,0.24,2.6,0.094,3.0,8.0,0.9976,3.17,0.49,9.8,6.0
3800,8.8,0.35,0.31,1.8,0.1159999999999999,4.0,17.0,0.99689,3.39,0.5,9.5,5.0
3801,8.2,0.67,0.0,1.9,0.076,3.0,14.0,0.9972,3.31,0.72,9.5,5.0
3802,7.0,0.63,0.02,2.2,0.0819999999999999,6.0,17.0,0.996,3.51,0.62,10.5,5.0
3803,7.3,0.42,0.36,2.3,0.073,5.0,14.0,0.99572,3.27,0.6,11.9,6.0
3804,7.6,0.59,0.01,1.9,0.084,6.0,23.0,0.99636,3.41,0.54,9.7,6.0
3805,8.9,0.52,0.29,2.4,0.092,6.0,9.0,0.9966,3.27,0.56,9.1,5.0
3806,8.8,0.53,0.16,2.0,0.077,14.0,66.0,0.9955,3.16,0.6,9.4,5.0
3807,7.1,0.35,0.4,2.2,0.09,18.0,46.0,0.9978,3.34,0.67,10.5,5.0
3808,11.3,0.51,0.5,2.7,0.073,3.0,11.0,0.9956,3.44,0.58,9.5,5.0
3809,8.4,0.39,0.49,2.5,0.038,11.0,31.0,0.9986,3.26,0.73,10.2,6.0
3810,8.3,0.57,0.14,2.2,0.07,6.0,28.0,0.9987,3.15,0.6,9.5,5.0
3811,7.1,0.5,0.34,1.8,0.068,17.0,44.0,0.99636,3.32,0.68,10.9,6.0
